ID,Ascribed period,Type,Loop shape,Site Type (Primary),Loop?,Feet?,Material,Clapper?,Lat (Y),Long (X),Site Name,Site Type (Specific),County,Decoration?,Published in,Max Diameter (mm),Min Diameter (mm),Max Height (mm),Additional Information,Manufacture,Dating Info,Description
87,Roman,Domed,Hexagonal,Large town,TRUE,FALSE,Cu alloy,TRUE,51.0632,-1.308,Winchester,Burial,Hampshire,TRUE,"Birbeck & Moore 2004: 99, Fig. 8.9087",-,-,-,"Found in Grave 7101 (early Roman, 1st cent. AD) with an unurned burial. Two individuals: adult female c.35-50 years with cu alloy fused to humerus shaft and infant 1-4 years.",Cast,1st cent. AD,"Complete. Domed bell which is circular in plan, with a suspension loop and clapper intact. The suspension loop is hexagonal in shape and has a circular aperture. There is a pair of incised, circumferential lines around the middle of the body of the bell."
88,Roman,Domed,Hexagonal,Large town,TRUE,FALSE,Cu alloy,FALSE,51.0632,-1.308,Winchester,Burial,Hampshire,TRUE,"Rees, pers. comm.; Ottaway et al. 2012, 82",14,-,15,"From mid-3rd cent. cremation burial. Possibly part of a necklace or armlet formed by the glass, bone and shell beads (178, 189, 190) also found in Grave 409",Cast,Mid-3rd cent. AD,"Small domed bell, circular in plan. The hexagonal suspension loop, which has a circular aperture, was inserted through a hole in the apex and the clapper was suspended from the part which projected into the interior of the bell. Traces of an iron clapper "
89,Roman,Conical,Hexagonal,Large town,TRUE,FALSE,Cu alloy,TRUE,51.0632,-1.308,Winchester,Burial,Hampshire,FALSE,"Rees, pers. comm.; Ottaway et al. 2012, 80",28,-,24,From late 1st cent. cremation burial. T,Cast,Late 1st cent. AD,Description from Rees (pers. comm.): 'A copper alloy conical bell with a suspension loop cast in one with the main body of the bell. The iron clapper is fixed by means of a copper alloy split-spike loop passed through the top of the bell’s wall.'    The i
131,Roman,Conical,-,Rural,FALSE,FALSE,Cu alloy,FALSE,54.24779,-0.97478,Wombleton,PAS,North Yorkshire,FALSE,PAS: DUR-859BD4,26.73,-,20.63,-,Cast,-,"Incomplete. Conical in shape with an uneven bottom edge. It would have been circular in plan, but has been slightly distorted. The narrow end has a small projection which is broken but probably would have formed the suspension loop, through a perforation."
13,Roman,Shouldered,-,Rural,FALSE,FALSE,Cu alloy,TRUE,51.805,-1.225,Woodeaton,Shrine complex,Oxfordshire,FALSE,Bagnall-Smith 1999: Fig. 16.1,-,-,-,-,Cast,-,"Incomplete and badly bent. The sides of the bell slope from the lip to a shard angular shoulder, with a rounded boss on this step. No suspension loop. The apex has been pierced with two holes, which would have been used for the attachment of a clapper and"
135,Roman,Domed,-,Rural,FALSE,FALSE,Cu alloy,FALSE,52.54385,1.19384,Wreningham,PAS,Norfolk,TRUE,PAS: NMS-6CA5A0,20.5,-,12.5,-,Cast,-,"Fragment of the curved body of a bell, with about half of the lower part and all of the upper part missing. Probably domed originally. There is a pair of shallow, horizontal engraved peripheral grooves just about the base, and a single one further up. The"
14,Roman,Shouldered,Circular,Large town,TRUE,FALSE,Cu alloy,FALSE,52.67,-2.648,Wroxeter,?Occupation,Shropshire,FALSE,"Bushe-Fox 1913: 28, Fig. 10.13",-,-,-,-,Cast,-,"The sides of the bell slope from the lip to a slight shoulder, and then continue with slightly convex sides to a flat apex. The circular suspension loop has a slightly flat top, with a circular aperture. No clapper recorded."
15,Roman,Shouldered,-,Military,FALSE,FALSE,Cu alloy,FALSE,52.67,-2.648,Wroxeter,Fortress,Shropshire,FALSE,"Webster 2002: 117, Fig. 4.15.122",-,-,-,"SF 13303, 7/55",Cast,Site dated AD 60-90,"Incomplete. Circular in plan. The sides of the bell slope slightly to a slight shoulder, where they taper to an apex. A small boss on the apex has a series of holes. No suspension loop, but a small piece of iron is attached to the apex for hanging the now"
91,Roman,Domed,Hexagonal,Military,TRUE,FALSE,Cu alloy,FALSE,52.67,-2.648,Wroxeter,Fortress,Shropshire,TRUE,"Webster 2002: 117, Fig. 4.16.123",53,-,-,-,Cast,-,"Incomplete. Domed bell, a short section of the rim truncated. Hexagonal suspension loop with circular aperture. No clapper recorded. Image indicates one closely spaced pair of incised circumferential lines near the base, another more widely spaced pair on"
99,Roman,Domed,Hexagonal,Military,FALSE,FALSE,Cu alloy,FALSE,52.67,-2.648,Wroxeter,Fortress,Shropshire,FALSE,"Webster 2002: 117, Fig. 4.15.121",-,-,-,"74/5, sf1603;",Cast, Site dated AD 60-90,"Domed bell with hexagonal loop and two bands of incised decoration. Published description mentions a pentagonal suspension loop and 'an internal V-shaped iron loop for suspending the clapper', but this contradicts the image which depicts a fragment of the"
263,Roman,Unknown,Circular,Rural,TRUE,FALSE,,FALSE,52.32219,1.11082,Yaxley,PAS,Suffolk,FALSE,PAS: SF-28D983,34,-,43,-,Cast,-,"No image. Description from PAS as follows: 'This is a very unusual single-cast bronze bell, small enough to be held between two fingers by a large integral ring at the apex. The form is a somewhat rounded-off version of a four-sided pyramid, with four fla"
16,Roman,Shouldered,-,Military,FALSE,FALSE,Cu alloy,FALSE,53.958333,-1.080278,York,Fortress,North Yorkshire,TRUE,"Cool, Lloyd-Morgan & Hooley 1995: 1539, Fig. 718.6323",-,-,-, Found in the material that was dumped on the site during Period 4b. (4b = area N.E of passageway of dump(s) of clay deposited c. late 3rd/early 4th century.,Cast,Late 3rd /  early 4th cent. AD,"Incomplete. Circular in plan. The sides of the bell slope to a shoulder, then taper to a flat apex. No suspension loop and no clapper recorded. Image indicates there is an incised groove or raised rim running around the circumference of the bell, near the"
